iter	RMSE
164	1779.349508
165	1778.34252
166	1777.201692
167	1776.51868
168	1775.663202
169	1774.633044
170	1773.717628
171	1773.018234
172	1772.410835
173	1771.797416
174	1770.604146
175	1769.843058
176	1768.930596
177	1768.075921
178	1766.981518
179	1766.042869
180	1765.694585
181	1765.206644
182	1764.751873
183	1764.28267
184	1763.725417
185	1762.870287
186	1762.329044
187	1761.486132
188	1760.764956
189	1760.285257
190	1759.977031
191	1758.872222
192	1758.315102
193	1757.414765
194	1756.786721
195	1756.048386
196	1754.871595
197	1754.420809
198	1753.704491
199	1752.718339
200	1751.873559
201	1751.422186
202	1750.433319
203	1749.442309
204	1749.039963
205	1748.519234
206	1747.91752
207	1747.353433
208	1746.592647
209	1745.777835
210	1745.364552
211	1744.921649
212	1744.285081
213	1743.650217
214	1743.055412
215	1742.680698
216	1742.258505
217	1741.364404
218	1740.641302
219	1740.010047
220	1739.197271
221	1738.453446
222	1737.787729
223	1736.960714
224	1736.285871
225	1735.478278
226	1734.90588
227	1734.434861
228	1733.943074
229	1733.515719
230	1732.755293
231	1732.427857
232	1731.487261
233	1731.153833
234	1730.516538
235	1730.188574
236	1729.295505
237	1729.007282
238	1728.531565
239	1727.975232
240	1727.62218
241	1726.919011
242	1726.293969
243	1725.53486
244	1725.144093
245	1724.166947
246	1723.263808
247	1722.880225
248	1722.627797
249	1721.932997
250	1721.468936
251	1720.709721
252	1720.276543
253	1719.744591
254	1719.485455
255	1718.969571
256	1718.588449
257	1717.818208
258	1717.294274
259	1716.859999
260	1716.24219
261	1715.599666
262	1715.180208
263	1714.705652
264	1714.30744
265	1713.939179
266	1713.310452
267	1712.677841
268	1712.174854
269	1711.797659
270	1711.140986
271	1710.524895
272	1710.121566
273	1709.832368
274	1709.386533
275	1709.008199
276	1708.347077
277	1707.920161
278	1707.559629
279	1707.252015
280	1706.651328
281	1706.459759
282	1705.891354
283	1705.376095
284	1704.890849
285	1704.290481
286	1703.754736
287	1703.436304
288	1702.935063
289	1702.600209
290	1702.226942
291	1701.904211
292	1701.466853
293	1700.930396
294	1700.723506
295	1700.203415
296	1699.576865
297	1699.264643
298	1699.078418
299	1698.648942
300	1698.434981
301	1698.037175
302	1697.697731
303	1697.307819
304	1696.706167
305	1696.244419
306	1695.48059
307	1695.001919
308	1694.490828
309	1693.956731
310	1693.536484
311	1693.259781
312	1692.949015
313	1692.527947
314	1692.201633
315	1691.718365
316	1691.243537
317	1690.761255
318	1690.395789
319	1689.939113
320	1689.613524
321	1689.205437
322	1688.76518
323	1688.602672
324	1688.232958
325	1687.814084
326	1687.49012
327	1687.07012
328	1686.547671
329	1686.267065
330	1685.787859
331	1685.445816
332	1684.948217
333	1684.619803
334	1684.159273
335	1683.905177
336	1683.544188
337	1683.215452
338	1682.984624
339	1682.662658
340	1682.359989
341	1682.023169
342	1681.656688
343	1681.359544
344	1680.965766
345	1680.728345
346	1680.416588
347	1679.957526
348	1679.641011
349	1679.298994
350	1678.750569
351	1678.55717
352	1678.305106
353	1677.887395
354	1677.732244
355	1677.4429
356	1677.070318
357	1676.559412
358	1676.231828
359	1675.770388
360	1675.362955
361	1675.086321
362	1674.941636
363	1674.611046
364	1674.3444
365	1674.030749
366	1673.64583
367	1673.289191
368	1673.142753
369	1672.84962
370	1672.468294
371	1672.209559
372	1671.613674
373	1671.210635
374	1670.88282
375	1670.472993
376	1670.1034
377	1669.750549
378	1669.516257
379	1669.126025
380	1668.737872
381	1668.408695
382	1668.259067
383	1668.065174
384	1667.700655
385	1667.253676
386	1666.788
387	1666.118705
388	1665.749159
389	1665.457266
390	1665.160387
391	1664.810351
392	1664.498852
393	1664.177384
394	1663.853276
395	1663.506944
396	1663.202748
397	1662.903062
398	1662.460967
399	1662.074324
400	1661.737753
401	1661.409129
402	1660.949356
403	1660.829412
404	1660.374817
405	1660.207985
406	1659.938429
407	1659.740149
408	1659.366163
409	1659.089101
410	1658.804868
411	1658.567605
412	1658.267422
413	1657.972143
414	1657.658791
415	1657.306755
416	1657.044574
417	1656.758328
418	1656.429146
419	1656.04489
420	1655.858077
421	1655.776316
422	1655.435975
423	1655.19305
424	1654.895618
425	1654.623082
426	1654.328061
427	1654.132979
428	1654.001288
429	1653.756244
430	1653.507708
431	1653.101433
432	1652.76809
433	1652.365706
434	1652.073751
435	1651.824223
436	1651.51067
437	1651.109186
438	1650.8778
439	1650.688007
440	1650.413356
441	1650.128899
442	1649.776612
443	1649.535011
444	1649.337669
445	1648.903815
446	1648.678859
447	1648.32524
448	1648.012184
449	1647.738237
450	1647.493641
451	1647.251118
452	1647.184231
453	1646.924038
454	1646.727074
455	1646.199412
456	1645.96112
457	1645.635823
458	1645.355288
459	1644.935591
460	1644.744412
461	1644.481649
462	1644.369929
463	1644.197157
464	1643.966246
465	1643.702273
466	1643.457419
467	1643.072548
468	1642.838384
469	1642.62477
470	1642.306729
471	1642.003192
472	1641.942051
473	1641.730656
474	1641.388691
475	1641.04259
476	1640.780715
477	1640.433469
478	1640.10373
479	1639.772403
480	1639.522596
481	1639.35051
482	1639.138203
483	1638.87298
484	1638.422593
485	1638.053628
486	1637.884068
487	1637.624998
488	1637.295481
489	1637.071213
490	1636.681239
491	1636.538288
492	1636.300222
493	1636.138878
494	1635.92064
495	1635.758123
496	1635.621561
497	1635.413419
498	1635.097897
499	1634.849319
500	1634.477424
501	1634.31819
502	1634.115626
503	1633.815177
504	1633.574065
505	1633.332001
506	1633.109046
507	1632.871585
508	1632.507437
509	1632.173797
510	1632.009456
511	1631.802348
512	1631.550033
513	1631.301192
514	1631.193093
515	1630.841462
516	1630.716582
517	1630.530875
518	1630.261591
519	1630.041224
520	1629.780699
521	1629.37677
522	1629.193619
523	1628.911473
524	1628.731305
525	1628.540835
526	1628.319071
527	1628.149287
528	1627.961795
529	1627.743793
530	1627.569982
531	1627.288723
532	1627.059205
533	1626.850558
534	1626.578266
535	1626.391653
536	1626.191207
537	1626.035331
538	1625.749584
539	1625.499858
540	1625.229738
541	1625.011839
542	1624.8142
543	1624.666316
544	1624.466382
545	1624.327175
546	1623.770556
547	1623.658317
548	1623.455947
549	1623.231139
550	1622.988225
551	1622.790099
552	1622.479214
553	1622.258369
554	1622.056807
555	1621.83843
556	1621.583046
557	1621.412447
558	1621.244999
559	1621.064048
560	1621.007312
561	1620.747963
562	1620.486407
563	1620.227879
564	1619.976884
565	1619.815992
566	1619.572152
567	1619.405933
568	1619.23927
569	1619.048084
570	1618.878294
571	1618.686898
572	1618.391515
573	1618.225817
574	1617.93399
575	1617.7863
576	1617.660227
577	1617.425263
578	1617.261431
579	1617.117857
580	1616.995034
581	1616.793451
582	1616.590776
583	1616.421198
584	1616.253495
585	1616.118751
586	1615.910271
587	1615.669426
588	1615.485866
589	1615.249644
590	1615.017762
591	1614.735088
592	1614.531192
593	1614.365177
594	1614.216844
595	1613.909315
596	1613.739932
597	1613.588837
598	1613.411571
599	1613.089361
600	1612.873471
601	1612.688021
602	1612.430603
603	1612.288693
604	1612.119709
605	1611.906265
606	1611.697595
607	1611.624042
608	1611.495255
609	1611.316183
610	1611.130213
611	1611.010319
612	1610.646644
613	1610.490783
614	1610.3347
615	1610.134392
616	1609.90577
617	1609.708324
618	1609.504548
619	1609.376968
620	1609.162988
621	1608.99904
622	1608.882994
623	1608.713138
624	1608.473199
625	1608.335821
626	1608.063513
627	1607.934967
628	1607.826361
629	1607.724119
630	1607.63897
631	1607.384074
632	1607.253581
633	1606.975983
634	1606.794094
635	1606.57373
636	1606.471048
637	1606.303504
638	1606.20005
639	1606.071347
640	1605.855222
641	1605.63688
642	1605.432971
643	1605.233958
644	1605.054097
645	1604.930939
646	1604.747228
647	1604.628374
648	1604.430925
649	1604.310727
650	1604.217575
651	1604.098749
652	1603.921256
653	1603.754515
654	1603.556538
655	1603.304037
656	1603.160088
657	1602.99261
658	1602.78977
659	1602.699078
660	1602.513234
661	1602.412516
662	1602.185872
663	1602.081486
664	1601.874494
665	1601.67346
666	1601.513575
667	1601.373696
668	1601.188765
669	1601.014044
670	1600.853818
671	1600.759924
672	1600.632121
673	1600.448682
674	1600.278545
675	1600.11545
676	1599.952932
677	1599.737607
678	1599.593455
679	1599.447647
680	1599.297927
681	1599.16407
682	1599.045293
683	1598.945895
684	1598.800697
685	1598.595031
686	1598.450307
687	1598.352855
688	1598.237683
689	1598.089328
690	1597.948626
691	1597.826711
692	1597.722716
693	1597.51801
694	1597.303047
695	1597.220973
696	1597.035902
697	1596.895243
698	1596.745543
699	1596.661577
700	1596.451586
701	1596.260456
702	1596.149556
703	1595.944801
704	1595.778887
705	1595.748472
706	1595.647634
707	1595.469893
708	1595.343445
709	1595.201462
710	1595.058812
711	1594.895931
712	1594.803841
713	1594.601404
714	1594.462885
715	1594.376103
716	1594.236417
717	1594.170661
718	1594.062495
719	1593.913278
720	1593.79022
721	1593.572999
722	1593.403271
723	1593.228119
724	1593.047033
725	1592.930548
726	1592.803008
727	1592.702836
728	1592.581815
729	1592.395834
730	1592.362458
731	1592.180987
732	1592.103952
733	1591.869666
734	1591.707994
735	1591.671905
736	1591.544003
737	1591.412211
738	1591.309045
739	1591.116689
740	1590.953705
741	1590.873676
742	1590.782301
743	1590.573799
744	1590.425265
745	1590.202728
746	1590.073243
747	1589.943264
748	1589.825449
749	1589.650268
750	1589.469459
751	1589.351005
752	1589.086886
753	1589.018674
754	1588.856434
755	1588.645404
756	1588.471133
757	1588.362845
758	1588.23286
759	1588.072292
760	1587.911228
761	1587.841029
762	1587.730929
763	1587.602742
764	1587.44358
765	1587.345185
766	1587.190707
767	1587.019777
768	1586.883859
769	1586.753781
770	1586.637673
771	1586.536751
772	1586.499955
773	1586.372868
774	1586.20412
775	1585.990696
776	1585.884812
777	1585.772921
778	1585.710736
779	1585.560369
780	1585.404159
781	1585.353637
782	1585.270464
783	1585.202725
784	1585.020019
785	1584.950444
786	1584.851973
787	1584.682688
788	1584.586053
789	1584.437135
790	1584.368827
791	1584.168355
792	1583.942483
793	1583.823688
794	1583.692301
795	1583.625061
796	1583.414043
797	1583.348527
798	1583.236249
799	1583.117456
800	1583.014312
801	1582.926033
802	1582.80095
803	1582.737443
804	1582.676097
805	1582.455629
806	1582.31211
807	1582.147624
808	1582.014355
809	1581.883962
810	1581.768189
811	1581.648119
812	1581.360323
813	1581.206157
814	1581.141955
815	1581.063358
816	1580.983099
817	1580.830619
818	1580.733839
819	1580.606007
820	1580.503061
821	1580.394581
822	1580.334042
823	1580.200977
824	1580.011636
825	1579.875414
826	1579.708968
827	1579.57373
828	1579.493846
829	1579.359766
830	1579.25932
831	1579.060885
832	1578.903505
833	1578.686248
834	1578.481496
835	1578.305424
836	1578.182241
837	1577.924779
838	1577.741053
839	1577.557884
840	1577.394958
841	1577.320507
842	1577.199181
843	1577.154467
844	1576.991794
845	1576.786773
846	1576.639948
847	1576.501564
848	1576.375191
849	1576.228447
850	1576.167669
851	1576.013302
852	1575.874248
853	1575.70023
854	1575.597992
855	1575.530393
856	1575.354105
857	1575.206674
858	1575.081849
859	1574.950004
860	1574.855635
861	1574.78253
862	1574.60583
863	1574.512708
864	1574.377244
865	1574.234016
866	1574.057281
867	1573.94931
868	1573.828687
869	1573.777325
870	1573.583855
871	1573.438884
872	1573.344405
873	1573.239238
874	1573.111535
875	1572.964965
876	1572.751028
877	1572.591738
878	1572.463575
879	1572.322018
880	1572.193832
881	1572.063702
882	1571.905474
883	1571.842713
884	1571.762371
885	1571.647661
886	1571.570899
887	1571.395283
888	1571.282273
889	1571.128056
890	1571.008156
891	1570.892767
892	1570.731109
893	1570.531792
894	1570.374704
895	1570.256447
896	1570.067062
897	1570.018829
898	1569.874432
899	1569.754697
900	1569.607817
901	1569.521721
902	1569.419742
903	1569.299612
904	1569.24453
905	1569.162206
906	1569.092163
907	1568.964403
908	1568.786296
909	1568.705555
910	1568.656925
911	1568.571591
912	1568.436393
913	1568.299852
914	1568.190856
915	1568.092083
916	1567.927829
917	1567.824519
918	1567.789714
919	1567.684084
920	1567.514436
921	1567.411446
922	1567.334315
923	1567.20741
924	1567.138675
925	1567.02109
926	1566.842906
927	1566.787125
928	1566.69326
929	1566.468178
930	1566.419044
931	1566.291489
932	1566.083453
933	1565.996917
934	1565.906003
935	1565.759216
936	1565.684414
937	1565.611367
938	1565.509246
939	1565.349397
940	1565.22007
941	1565.060067
942	1564.948042
943	1564.83234
944	1564.68866
945	1564.571584
946	1564.50275
947	1564.278759
948	1564.095999
949	1563.969795
950	1563.909109
951	1563.864115
952	1563.773984
953	1563.622538
954	1563.542432
955	1563.458935
956	1563.390278
957	1563.14762
958	1563.059819
959	1562.865131
960	1562.736575
961	1562.624295
962	1562.451549
963	1562.3207
964	1562.219575
965	1562.00541
966	1561.912338
967	1561.778262
968	1561.610197
969	1561.523434
970	1561.419425
971	1561.344286
972	1561.264899
973	1561.173024
974	1561.062507
975	1560.914525
976	1560.844337
977	1560.626944
978	1560.537801
979	1560.415362
980	1560.333527
981	1560.195256
982	1560.069342
983	1559.932192
984	1559.792167
985	1559.713194
986	1559.630507
987	1559.563977
988	1559.505307
989	1559.39371
990	1559.290149
991	1559.152226
992	1558.993198
993	1558.854504
994	1558.803584
995	1558.736389
996	1558.569252
997	1558.421551
998	1558.308625
999	1558.216644
1000	1558.121306
1001	1558.024643
1002	1557.988937
1003	1557.927941
1004	1557.775601
1005	1557.74577
1006	1557.594485
1007	1557.4296
1008	1557.328772
1009	1557.235682
1010	1557.133538
1011	1557.113078
1012	1556.986665
1013	1556.929721
1014	1556.832636
1015	1556.74988
1016	1556.670739
1017	1556.552948
1018	1556.451686
1019	1556.340608
1020	1556.202797
1021	1556.095579
1022	1555.962198
1023	1555.898575
1024	1555.778388
1025	1555.700919
1026	1555.682017
1027	1555.589198
1028	1555.420477
1029	1555.349154
1030	1555.172414
1031	1555.116469
1032	1555.073121
1033	1554.9223
1034	1554.861053
1035	1554.801347
1036	1554.765687
1037	1554.659934
1038	1554.566626
1039	1554.473387
1040	1554.347146
1041	1554.250027
1042	1554.206331
1043	1554.096968
1044	1553.989258
1045	1553.904857
1046	1553.754982
1047	1553.666206
1048	1553.626819
1049	1553.51415
1050	1553.440724
1051	1553.317088
1052	1553.216661
1053	1553.093269
1054	1553.012065
1055	1552.953683
1056	1552.832275
1057	1552.697038
1058	1552.58909
1059	1552.509682
1060	1552.392165
1061	1552.247146
1062	1552.171389
1063	1552.085506
1064	1551.919436
1065	1551.853014
1066	1551.73057
1067	1551.609552
1068	1551.492202
1069	1551.432605
1070	1551.347255
1071	1551.238462
1072	1551.051957
1073	1551.016993
1074	1550.957183
1075	1550.832333
1076	1550.711525
1077	1550.552625
1078	1550.442323
1079	1550.424983
1080	1550.284941
1081	1550.169211
1082	1550.085156
1083	1550.044834
1084	1549.996412
1085	1549.848661
1086	1549.749445
1087	1549.655654
1088	1549.490273
1089	1549.375654
1090	1549.311952
1091	1549.176733
1092	1549.048654
1093	1548.972216
1094	1548.878592
1095	1548.76594
1096	1548.6979
1097	1548.586785
1098	1548.484983
1099	1548.39695
1100	1548.226705
1101	1548.12583
1102	1548.002233
1103	1547.949947
1104	1547.849205
1105	1547.742278
1106	1547.67869
1107	1547.587242
1108	1547.550557
1109	1547.452687
1110	1547.394524
1111	1547.269552
1112	1547.125825
1113	1547.063433
1114	1546.978787
1115	1546.906953
1116	1546.833604
1117	1546.779323
1118	1546.69364
1119	1546.521623
1120	1546.445611
1121	1546.305077
1122	1546.196324
1123	1546.15226
1124	1546.088534
1125	1546.007505
1126	1545.864805
1127	1545.727219
1128	1545.624945
1129	1545.507198
1130	1545.37706
1131	1545.318725
1132	1545.207891
1133	1545.143266
1134	1545.057602
1135	1545.033069
1136	1544.971927
1137	1544.879123
1138	1544.771333
1139	1544.658546
1140	1544.536611
1141	1544.48547
1142	1544.356787
1143	1544.273564
1144	1544.216146
1145	1544.158152
1146	1544.09276
1147	1544.037044
1148	1543.881671
1149	1543.733233
1150	1543.695968
1151	1543.589228
1152	1543.48198
1153	1543.342042
1154	1543.295231
1155	1543.206985
1156	1543.15075
1157	1543.090753
1158	1542.990559
1159	1542.941405
1160	1542.880225
1161	1542.738649
1162	1542.600792
1163	1542.514906
1164	1542.452052
1165	1542.402814
1166	1542.336248
1167	1542.242915
1168	1542.158254
1169	1542.060943
1170	1541.80485
1171	1541.743485
1172	1541.670069
1173	1541.559844
1174	1541.420535
1175	1541.290005
1176	1541.13315
1177	1541.087304
1178	1541.057169
1179	1540.991495
1180	1540.932536
1181	1540.905123
1182	1540.772598
1183	1540.656185
1184	1540.549729
1185	1540.484865
1186	1540.423331
1187	1540.381733
1188	1540.211662
1189	1540.184632
1190	1540.073746
1191	1539.955848
1192	1539.904371
1193	1539.79948
1194	1539.687316
1195	1539.638968
1196	1539.588699
1197	1539.449031
1198	1539.310388
1199	1539.149813
1200	1539.026521
1201	1538.964281
1202	1538.879823
1203	1538.811829
1204	1538.721968
1205	1538.640876
1206	1538.619878
1207	1538.557933
1208	1538.494723
1209	1538.355742
1210	1538.227149
1211	1538.09493
1212	1538.006247
1213	1537.954411
1214	1537.860526
1215	1537.747933
1216	1537.667927
1217	1537.603109
1218	1537.576656
1219	1537.516789
1220	1537.418722
1221	1537.362602
1222	1537.316135
1223	1537.208887
1224	1537.161596
1225	1536.996314
1226	1536.914223
1227	1536.843821
1228	1536.754907
1229	1536.70391
1230	1536.637473
1231	1536.57153
1232	1536.506801
1233	1536.377205
1234	1536.30227
1235	1536.242051
1236	1536.185592
1237	1536.125844
1238	1536.090068
1239	1535.971758
1240	1535.93728
1241	1535.836761
1242	1535.804564
1243	1535.774369
1244	1535.505668
1245	1535.380551
1246	1535.306759
1247	1535.222341
1248	1535.166204
1249	1535.052257
1250	1534.992163
1251	1534.902198
1252	1534.779228
1253	1534.706843
1254	1534.617755
1255	1534.513822
1256	1534.463937
1257	1534.407368
1258	1534.345683
1259	1534.300059
1260	1534.181118
1261	1534.128568
1262	1534.068047
1263	1533.993612
1264	1533.896606
1265	1533.84678
1266	1533.770901
1267	1533.669124
1268	1533.585723
1269	1533.397091
1270	1533.314432
1271	1533.228928
1272	1533.161467
1273	1533.087661
1274	1533.009012
1275	1532.905449
1276	1532.809402
1277	1532.718231
1278	1532.659646
1279	1532.590134
1280	1532.49797
1281	1532.39814
1282	1532.286579
1283	1532.199248
1284	1532.046784
1285	1531.926839
1286	1531.868299
1287	1531.728605
1288	1531.631546
1289	1531.530357
1290	1531.4385
1291	1531.391226
1292	1531.3483
1293	1531.258156
1294	1531.206755
1295	1531.125649
1296	1531.030785
1297	1530.942338
1298	1530.901839
1299	1530.820128
1300	1530.732481
1301	1530.684392
1302	1530.58305
1303	1530.495817
1304	1530.459921
1305	1530.321236
1306	1530.275954
1307	1530.210366
1308	1530.137404
1309	1530.069455
1310	1530.012807
1311	1529.885806
1312	1529.834287
1313	1529.749343
1314	1529.626798
1315	1529.562215
1316	1529.466181
1317	1529.40354
1318	1529.293122
1319	1529.227233
1320	1529.095568
1321	1529.018066
1322	1528.950041
1323	1528.912981
1324	1528.819927
1325	1528.715883
1326	1528.579115
1327	1528.479508
1328	1528.422164
1329	1528.311491
1330	1528.252881
1331	1528.160575
1332	1528.129971
1333	1528.04789
1334	1527.945366
1335	1527.844096
1336	1527.708644
1337	1527.617195
1338	1527.504654
1339	1527.409285
1340	1527.309263
1341	1527.26323
1342	1527.187578
1343	1527.173437
1344	1527.069408
1345	1526.955003
1346	1526.839126
1347	1526.743654
1348	1526.673222
1349	1526.613178
1350	1526.539606
1351	1526.437358
1352	1526.379656
1353	1526.301386
1354	1526.257417
1355	1526.16569
1356	1526.111447
1357	1526.073345
1358	1525.957906
1359	1525.840382
1360	1525.791415
1361	1525.662427
1362	1525.535407
1363	1525.463895
1364	1525.376327
1365	1525.300989
1366	1525.188624
1367	1525.124557
1368	1525.027206
1369	1524.933134
1370	1524.884426
1371	1524.780655
1372	1524.668707
1373	1524.601904
1374	1524.554918
1375	1524.48687
1376	1524.422385
1377	1524.375432
1378	1524.292555
1379	1524.202171
1380	1524.130935
1381	1524.064208
1382	1523.996259
1383	1523.858879
1384	1523.734899
1385	1523.666608
1386	1523.56864
1387	1523.504611
1388	1523.453022
1389	1523.338037
1390	1523.28087
1391	1523.227592
1392	1523.158475
1393	1523.120015
1394	1523.05545
1395	1523.00426
1396	1522.962213
1397	1522.888368
1398	1522.836565
1399	1522.815722
1400	1522.748277
1401	1522.677532
1402	1522.595616
1403	1522.562705
1404	1522.461995
1405	1522.294789
1406	1522.201782
1407	1522.143512
1408	1522.028372
1409	1521.977979
1410	1521.911395
1411	1521.825862
1412	1521.72244
1413	1521.62628
1414	1521.555855
1415	1521.477731
1416	1521.358631
1417	1521.318496
1418	1521.254058
1419	1521.205123
1420	1521.143934
1421	1521.062942
1422	1520.976751
1423	1520.932534
1424	1520.869841
1425	1520.849803
1426	1520.788004
1427	1520.687716
1428	1520.620933
1429	1520.556886
1430	1520.511283
1431	1520.425818
1432	1520.332072
1433	1520.281263
1434	1520.234397
1435	1520.12083
1436	1520.021227
1437	1519.916477
1438	1519.819207
1439	1519.692967
1440	1519.648617
1441	1519.59359
1442	1519.515441
1443	1519.459501
1444	1519.378478
1445	1519.313793
1446	1519.256096
1447	1519.210631
1448	1519.069492
1449	1518.965883
1450	1518.947564
1451	1518.896755
1452	1518.829789
1453	1518.728122
1454	1518.610487
1455	1518.512391
1456	1518.413624
1457	1518.328805
1458	1518.238737
1459	1518.165822
1460	1518.133107
1461	1518.087973
1462	1518.025358
1463	1517.973323
1464	1517.903298
1465	1517.842666
1466	1517.7594
1467	1517.669646
1468	1517.631138
1469	1517.59385
1470	1517.550908
1471	1517.461736
1472	1517.393888
1473	1517.322224
1474	1517.249984
1475	1517.148052
1476	1517.071748
1477	1517.0007
1478	1516.962672
1479	1516.881739
1480	1516.802803
1481	1516.762413
1482	1516.640197
1483	1516.555024
1484	1516.500147
1485	1516.404584
1486	1516.319303
1487	1516.212694
1488	1516.15893
1489	1516.120618
1490	1516.077668
1491	1515.960745
1492	1515.899559
1493	1515.853255
1494	1515.793879
1495	1515.757882
1496	1515.722222
1497	1515.662612
1498	1515.559808
1499	1515.502195
